SMILES,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM)
N1(CC(=O)c(ccc(Cl)c2Cl)c2)c3c(cccc3)N(CCN4CCCCC4)C1=N,1.24,0,,
N1(CC(C1)c1ccccc1)c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F,10,,,
N1(CC(C1)Oc1cc(c(cc1)F)F)c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F,4.96,,,
n1(CCc2ccccc2F)c3c(nc4c(cccc4)n3)c(C(=O)NCC(C)C)c1N,0.832,0,,
n1(n2)c(nc(C)cc1Nc(cc(C)cc3C)c3)nc2C(F)(F)F,0.0857,0,,
n1(n2)c(nc(C)cc1Nc(cc3)ccc3Cl)nc2C(F)(F)F,0.212,0,,0.117179638
n1(nc(C)c2c3ccc(OC)c(OC)c3)c2ncc(C#N)c1N,0.477,0,,
n1(nc(C)cc1NC(=O)c(cccc2C(F)(F)F)c2)c3scc(c(ccc(OCO4)c45)c5)n3,0.959,0,,
n1(ncn2)c2nc(C)cc1Nc(ccc(cccc3)c34)c4,0.242,0,,0.172667308
n12c(cc(C(C)(C)C)n1)nc(CCN3Cc4ccccc4OCC)c(C3)c2O,1.01,0,,
n12c(nc(c3ccc(Cl)s3)cc1C(F)(F)F)cc(C(=O)NC(CC4)CCN4Cc5ccccc5)n2,0.959,0,,
N1C(c2cccc(cccc3)c23)C(CC=C4)C4c5c1c(Cl)ccc5C(OC)=O,0.939,0,,
n1c(cc(C)nc1Nc(cc2)ccc2NC(CCc3ccccc3)=O)N4CCCC4,1.07,0,,
n1c(N(C)C)cc(C)nc1Nc(cc2)ccc2NC(=O)Nc3ccccc3,1.15,0,,0.134258604
n1c(N)c2c(cccc2)nc1Nc3cccc(F)c3,1,0,,
n1c(Nc(cc2)ccc2OC)cc(C)nc1NCc3ccccc3,0.467,0,,0.1508
n1c(NCc2ccccc2)c3c(cccc3)nc1Nc(cc4)ccc4OC,0.589,0,,0.52710886
n1c(NCCO)c2c(cccc2)nc1Nc(ccc(C)c3C)c3,0.428,0,,0.383805993
n1c(NCCO)c2c(cccc2)nc1Nc3cccc(OC)c3,0.854,0,,0.131427281
n1cnc3ccsc3c1N2CCOCC2,,,,
NC(=N)c1ccc(cc1)c2cc(on2)c3ccccc3,,,,
NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1,,,,
NC(=N)Nc1ccc(c(Cl)c1)c2oc(cc2)c3ccc(NC(=N)N)cc3Cl,,,,
NC(=N)Nc1ccc(cc1Cl)c2oc(cc2)c3ccc(N=C(N)N)c(Cl)c3,,,,
NC(=O)c1cc(Br)ccc1OCCOc2ccccc2,,,,
NC(=O)c1cc(ccc1OCCOc2ccccc2)c3ccsc3,,,,
NC(=O)c1ccc(cc1)c2nc(cnc2N)c3ccc(cc3)C#N,0.1,0,,
NC(=O)COc1ccc(cc1)c2ccc(cc2)C#N,,,,
NC(CC(=O)c1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl,,,,
NC1=C2C(C(C)=C(C3=CC=CC(S(=O)(N)=O)=C3)S2)=NC=N1,,,,
NC1=C2C(C(C)=C(C3C(C)C=CC(S(=O)(N)=O)=C3)S2)=NC=N1,,,,
NC1=C2C(C=C(C3=CC(C(N4CCN(C)CC4)=O)=CC=C3)S2)=NC=N1,,,52,
NC1=C2C(C=C(C3CC=CC(S(=O)(N(C)C)=O)=C3)S2)=NC=N1,,,,
NC1=C2C(C=C(C3CC=CC(S(=O)(N4CCCC4)=O)=C3)S2)=NC=N1,,,,
NC1=C2C(C=C(C3CC=CC(S(=O)(NC)=O)=C3)S2)=NC=N1,,,,
NC1=CN=CC2=NN=C(C3=CC=C(Cl)C=C3)N21,,,,
Nc1c2CCCCc2nc3sc4CCCCc4c13,,,,
Nc1ccc(cc1)C(=O)Nc2ccc(cc2)c3oc4ccccc4n3,1.5,0,,
Nc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(N)cc6)ccc3[nH]2,1.42,0,,0.511977551
Nc1ccc(cc1)c2nc3cc(Oc4ccc(Oc5ccc6[nH]c(nc6c5)c7ccc(N)cc7)cc4)ccc3[nH]2,0.842,0,,0.2884
Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,,,,
Nc1cccnc1Nc2ccc(Cl)cc2,,,,
Nc1nc(N)c2c3CCN(Cc4ccccc4)Cc3sc2n1,,,,
Nc1nc2ccc(cc2[nH]1)c3cncc(Oc4ccc(F)cc4)c3,,,,
Nc1ncc(Br)cc1c2nc3cc(Cl)cnc3[nH]2,1.5,0,,
Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(nc3)C(F)(F)F,,,,
Nc1ncc(cc1c2nc3cc(Cl)cnc3[nH]2)c4cn[nH]c4,0.4,0,,
Nc1nccc2ccc(cc12)c3ccc4nccn4c3,0.2,0,,
Nc1nccc2ccc(Oc3ccncc3)cc12,0.2,0,,
Nc1ncnc2[nH]nc(Cc3cccc4ccccc34)c12,,,,
Nc1ncnc2c1c(Cc3cccc4ccccc34)nn2CC5CCNCC5,,,,
Nc1ncnc2c1ncn2[C@@H]3O[C@H](COS(=O)(=O)NC(=O)c4ccccc4O)[C@@H](O)[C@H]3O,,,,
Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O,,,,
Nc1ncnc2n(CC3CCNCC3)nc(-c3cnc4ccccc4c3)c12,,,,
NCC(=O)N1CCn2c(C1)nc(c2Nc3ccc4OCOc4c3)c5ccccc5,0.6,0,,
NCC(c1cccs1)S(=O)(=O)c2ccccc2,,,,
NCC(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)=O,,,,
NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](OC2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)C1OC3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,,,,
NCCCC(N)(C(F)F)C(=O)O,,,,
NCCN(C(=O)c1ccc(Cl)cc1Cl)c2ccc(OCc3ccc(Cl)cc3)cc2,,,,
NS(=O)(=O)c1cccc(c1)c2cc3ncnc(N)c3s2,,0,99.999,
NS(=O)(=O)c1cccc(c1)c2ccc3ncc(nc3c2)N4CCOCC4,1.5,0,,
NS(=O)(=O)c1cncc(c1)c2ccc3nccc(c4cn[nH]c4)c3n2,0.6,0,,
NS(C1=CC=CC(C2=CC3=NC=NC(N(C)C)=C3S2)=C1)(=O)=O,,,23,
O(c1ccccc1)c1ccc(cc1)-c1cncc(n1)-c1ccc2[nH]ccc2c1,,,,
O[C@H]([C@H]1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F,,,,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC(OC)=CC=C3)NC1=N\C4=CC=CC=C4,0.119,,,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(C#N)C=C3)NC1=N\C4=CC=CC=C4,1.2015,,,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(I)C=C3)NC1=N\C4=CC=CC=C4,2.4535,,,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(S(=O)(N)=O)C=C3)NC1=N\C4=CC=CC=C4,3.7145,,,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C([N+]([O-])=O)C=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4,2.3,,,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C([N+]([O-])=O)C=C3)C(C)=C2)NC1=N\C4=CC=CC=C4,0.262,,,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4,1.6,,,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)NC1=N\C4=CC=CC=C4,0.165666667,0,,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4,1.2,,,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=C3)C(C)=C2)NC1=N\C4=CC=C(O)C=C4,1.8,,,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=N3)C(C)=C2)NC1=N\C4=CC=C(O)C=C4,50,,,
O=C(/C(S/1)=C/C2=C(C)NC(C)=C2)NC1=N\C3=CC=CC=C3,1.2,,,
O=C([H])C1=C(C)N(C(C)=C1)C2=CC(OC)=CC=C2,,,,
O=C([H])C1=C(C)N(C(C)=C1)C2=CC=C(C#N)C=C2,,,,
O=C([H])C1=C(C)N(C(C)=C1)C2=CC=C(OC)C=C2,,,,
O=C([H])C1=C(C)N(C(C)=C1)C2=CC=C(S(N)=O)C=C2,,,,
O=C([H])C1=C(C)N(C2=CC=C([N+]([O-])=O)C=C2)C(C)=C1,,,,
O=C(C1=C(C)N(C2=CC=C(C(F)(F)F)C=C2)C(C)=C1)OCC,50,,,
O=C(C1=C(C)N(C2=CC=C(F)C=C2)C(C)=C1)OCC,50,,,
O=C(C1=C(C)N(C2=CC=CC=C2)C(C)=C1)OCC,50,,,
O=C(C1=CC=C(Br)C=C1)N(CC2)CCC32C4=C(SC=C4)CCO3,,,29,
O=C(C1=CC=CC=C1)N(CC2)CCC32C4=C(SC=C4)CCO3,,,16,
O=C(C1=CC=CC=C1)NCC(O)=O,,,,
O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,,,,
O=C(C1CCN(CC1)c2cc(ncn2)n3cccc3)N4CCc5ccccc5C4,,,,
O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCC(Cc5ccccc5)CC4,,,,
O=C(C1CCN(CC1)c2nnnn2c3ccccc3)N4CCc5ccccc5C4,,0,,
O=C(CCC1CCCCC1)Nc2cccc(c2)c3oc(nn3)c4occc4,,,,
O=C(N(C)C)N(C=N1)N=C1SCC2=CC=CC=C2,,,,
O=C(N/C1=N/C2=CC=CC=C2)/C(S1)=C/C3=CC=CC=C3,50,,,
O=C(N=C(S/1)N(C(C)=O)C2=CC=CC=C2)C1=C\C3=C(C)N(C4=CC=C(C=C4)C(F)(F)F)C(C)=C3,0.015333333,,,
O=C(N=C(S/1)N(C2=CC=CC=C2)C(C)=O)C1=C\C3=C(C)N(C4=CC=C(C)C=C4)C(C)=C3,0.169,,,
O=C(N=C(S/1)N(C2=CC=CC=C2)C(C)=O)C1=C\C3=C(C)N(C4=CC=CC=C4)C(C)=C3,0.058666667,,,
O=C(N1CC(C=CC=C2)=C2C1)C3=CN=CC4=NN=C(C5=CC=C(OC(F)F)C=C5)N43,10,0,,
O=C(N1CC(C2=CC(NC)=CC(C)=N2)OCC1)C3=NNC4=C3C=CC=C4,,,,
O=C(N1CCN(CC2=CC=C(NS(=O)(C3=CC=C(C)C=C3)=O)C=C2)CC1)C4=CC(C#N)=CC=C4,,,,
O=C(N1CCN(CC2=CC=C(NS(=O)(C3=CC=C(OC)C=C3)=O)C=C2)CC1)C4=CC(C#N)=CC=C4,,,,
O=C(N1CCN(Cc2ccc3OCOc3c2)CC1)c4[nH]nc5CCCCc45,,,,
O=C(N1CCN(Cc2ccc3OCOc3c2)CC1)c4oc5ccccc5c4,,,,
O=C(NC1=C(C)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4,4.5956,0,0.001,
O=C(NC1=C(C)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC)C=C4,10,,,
O=C(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)CNC(C3=CC=CC=C3)=O,50,,,
O=C(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)CNC(OC(C)(C)C)=O,,,,
O=C(NC1=C(F)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4,0.9018,0.5,24,
O=C(NC1=C(F)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC)C=C4,5.66,,,
O=C(NC1=CC(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)(F)F)C=C4,,,,
O=C(NC1=CC(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CN=CC=C4,10,,,
O=C(NC1=CC(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=NC=CC=C4,10,,,
O=C(NC1=CC(Cl)=CC=C1C)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4,0.7744,0.5,,
O=C(NC1=CC(Cl)=CC=C1C)C2=CN=CC(N23)=NN=C3C4=CC=C(OC)C=C4,1.06,,,
O=C(NC1=CC=C(Cl)C=C1)C2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32,8.1938,0,,
O=C(NC1=CC=C(F)C=C1F)NC2=C(C3=CC=C(Br)C=C3)C(C(F)(F)F)=NN2C,0.184,1,,
O=C(NC1=CC=NC(C(F)(F)F)=C1)C2=CC=CC(N/N=C/C3=CC=C(C#N)C=C3)=N2,50,,,
O=C(NC1=CC=NC(C(F)(F)F)=C1)C2=CC=CC3=NN=C(C4=CC=C(C#N)C=C4)N32,50,,,
O=C(NC1=CC=NC(C(F)(F)F)=C1)C2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32,0.3475,1,,
O=C(NC1CC1)c2ccc(nc2)N3CCC(Cc4ccccc4)CC3,1.3,0,,
O=C(Nc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccccc5)C3)c6cccs6,0.826,0,,0.645
O=C(Nc1ccc(cc1)N2CCN(Cc3ccccc3)CC2)c4cccs4,1.075,0,,0.769381434
O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3)c5occc5,0.745,0,,0.360209668
O=C(Nc1cccc(c1)C2=NCCN2)Nc3cccc(c3)C4=NCCN4,1.01,0,,0.890437101
O=C(Nc1cccc(c1)c2ccc(NCCCN3CCCC3)nc2)c4ccccc4,0.9,0,,
O=C(NC1CCCCC1)C(N(CCc2ccccc2)C(=O)c3occc3)c4cccs4,1.07,0,,1.042077616
O=C(Nc1ccccc1)c2ccc(s2)c3cc4ccncc4cc3OC5CCNCC5,0.6,0,,
O=C(NC1CCCCC1)N2CCN(Cc3ccc4OCOc4c3)CC2,,,,
O=C(Nc1ccccc1N2CCOCC2)[C@@H](Cc3ccccc3)NC(=O)c4cccs4,,,,
O=C(NC1CCN(Cc2ccccc2)CC1)c3cc(cc(c3)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)NC6CCN(Cc7ccccc7)CC6,0.646,0,,1.038572911
O=C(Nc1cnc2ccccc2c1)c3cccc(c3)n4cnnn4,0.5,0,,
O=C(Nc1nc(cs1)c2ccccn2)c3cncn3c4ccccc4,,,,
O=C(NCC1Cc2cccc(c2O1)c3ccncc3)c4csc5CCCCc45,1.72,0,,8.7397
O=C(NCc1cocc1)N2CCN(Cc3ccc4OCOc4c3)CC2,,,,
O=C(NCCc1c[nH]c2ccccc12)C3=Cc4ccccc4OC3=O,,,,
O=C(NCCc1ccccc1)c2cc(cnc2NCC3CC3)c4cccnc4,1.3,0,,
O=C(NCCc1ccn(n1)c2ccccc2)C3CCCCC3,,,,
O=C(NCCc1csc(n1)c2ccccc2)c3ccccc3,,,,
O=C(O)[C@H](NC(O)=O)C1=CC=CC=C1,,,,
O=C(OC)C(OC)C1=CC=CC=C1,,,,
O=C(OC)C(OC1OCCCC1)C2=CC=CC=C2,,,,
O=C(OC)COCC#C,,,,
O=C(OCC#N)C1=C(C)N(N=C1)C2=CC=CC=C2,,,,
O=C(OCC(N)=O)C1=C(C)N(N=C1)C2=CC=CC=C2,50,,,
O=C(OCC)C(C1=CC=CC=C1)COC2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32,,,,
O=C(OCC)C(CO)C1=CC=CC=C1,,,,
O=C(OCC)C1=CN(C=C1)C2=CC=C(F)C=C2,,,,
O=C(OCCCl)N(CC1)CCC21C3=C(SC=C3)CCO2,,,24,
O=C1C(CC2CCC(C(C)(C)C)CC2)=C(C(C3=C1C=CC=C3)=O)O,,,,
O=C1C2=CC=CC=C2[C@@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@H](C4=CN=CC=C4)N1CC(F)(F)F,0.93,0.5,,
O=C1C2=CC=CC=C2[C@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@@H](C4=CN=CC=C4)N1CC(F)(F)F,0.03,1,,
O=C1COC(C)(C)O1,,,,
O=C1CS/C(N1C2=CC=CC=C2)=N\C3=CC=CC=C3,,,,
O=C1N(Cc2cc3ccccc3s2)CC4CN(Cc5ccccc5)CCN14,1.2,0,,
O=CNc1ccsc1C(=O)OC,,,,
O=S(N(C)C1=CC=C(Cl)C=C1)(C2=NN(C(N(C)C)=O)C=N2)=O,,,,
OB1OCc2ccc(NC(=O)c3ccccc3C(F)(F)F)cc12,,,,
OC(=O)c1cccc2oc(nc12)c3cccc(O)c3NC(=O)c4cc(on4)c5ccccc5,,,,
OC(=O)c1cccc2oc(nc12)c3ccccc3NC(=O)c4ccccc4,,,,
OC(C(OC)=O)C1=CC=CC=C1,,,,
OC(C)(C)COC1=CN=CC2=NN=C(C3=CC=C(OC(F)(F)F)C=C3)N21,,,,
OC(C1=CC(F)=C(F)C=C1)COC2=CN=CC3=NN=C(C4=CC=C(C#N)C=C4)N32,0.5767,1,,
OC(C1=CC=CC=C1)COC2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32,0.314275,1,,
OC(C1=CC=CC=C1)COC2=CN=CC3=NN=C(C4=CN=C(C(F)(F)F)C=C4)N32,4.2154,0.5,,
OC(C1=CC=CC=C1)COC2=CN=CC3=NN=C(C4=NC=CC=C4)N32,,,,
OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc(Br)c4,0.893,0,,1.135533534
OC(Cn1nnc2ccccc12)Cn3c4ccc(Br)cc4c5cc(Br)ccc35,1.26,1,,3.37
OC(CNC1CCCC1)Cn2c3ccccc3c4ccccc24,0.66,0,,1.0825
OC(CNC1CCCCC1)Cn2c3ccc(I)cc3c4cc(I)ccc24,0.466,0,,0.337088449
OC(CNC1CCCCC1)Cn2c3ccccc3c4ccccc24,0.293,0,,0.691843585
OC(CNCc1ccccc1)Cn2c3ccccc3c4ccccc24,1.08,0,,3.7561
OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCCCC3,0.6765,0,,0.881
OC(COc1cncc2nnc(CC)n12)c3ccccc3,10,,,
OC(COc2cncc3nnc(C1CCCCC1)n23)c4ccccc4,5,,,
OC(COc2cncc3nnc(c1ccccc1)n23)c4ccccc4,5,,,
OC(CS/1)=NC1=N\C2=CC=CC=C2,,,,
OC[C@H](N(C)C)C1=CC=CC=C1,,,,
OC[C@H](NC)C1=CC=CC=C1,,,,
OC[C@H]1CN(C(=O)O1)c2cc(F)c(C3=CCN(Cc4ccccc4)CC3)c(F)c2,,,,
OC[C@H]1O[C@H](C(O)[C@H]1O)n2c3ccc(Cl)cc3c4c(ncnc24)c5oc6ccccc6c5,,,,
OC1(CC(=O)c2ccccc2O1)C(F)(F)C(F)(F)F,,0,,2.5741
OC1=C(C(=O)Nc2cccnc2)C(=O)N3CCc4cccc1c34,,,,
OC1=C2C(Sc3ccccc3N=C2c4ccccc14)c5ccc(Br)cc5,0.567,0,,0.337
OC1=CN=CC2=NN=C(C3=CC=C(OC(F)F)C=C3)N21,,,,
OC1=CN=CC2=NN=C(N3CCCCC3)N21,10,0,,
Oc1c(ccc2cccnc12)C(NC(=O)c3ccccc3)c4ccccc4,1.17,0,,0.477544029
Oc1c(ccc2cccnc12)C(Nc3ccccn3)c4cccc(Oc5ccccc5)c4,1.01,0,,0.978886715
Oc1c(CN2CCN(CC2)c3ccccc3F)cc(Br)c4cccnc14,,0,,3.7605
Oc1c(I)cc(I)c2cccnc12,,,,
Oc1c2CCCCc2nc3cc(nn13)c4ccccc4,,0,,1.927
Oc1c2CCCCc2nc3ccccc13,,0,,0.628
Oc1ccc(Br)cc1CN2CCN(Cc3ccc(Cl)cc3)CC2,,0,,1.4809
Oc1ccc(cc1)C(=C(Cl)Cl)c2ccc(O)cc2,,1,,2.4733
Oc1ccc(cc1)c2nc(c3ccc4oc5ccc(cc5c4c3)c6[nH]c(nc6c7ccccc7)c8ccc(O)cc8)c([nH]2)c9ccccc9,0.326,0,,3.100009467
Oc1ccc(Cl)cc1C(=O)Nc2ccc(c(c2)C(F)(F)F)C(F)(F)F,,,,
Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F,,0,,0.9733
Oc1ccc(Cl)cc1CNc2nc3ccccc3[nH]2,,0,,0.921
Oc1ccc2ccccc2c1C(NC(=O)Cc3ccccc3)c4ccc(Cl)cc4,1.14,0,,15
Oc1ccc2ccccc2c1CNc3nc4ccccc4[nH]3,0.646,0,,0.652
OC1CCCCC1C2(CCCCC2)NC(=S)Nc3ccccc3,,0,,0.2108
Oc1ccccc1CN2CCC3(CCCN(Cc4ccccc4F)C3)C2,0.548,0,,0.679327243
Oc1ccccc1CN2CCN(CC2)C(c3ccccc3)c4ccccc4,0.611,0,,0.752256233
Oc1ccccc1CNCC23CC4CC(CC(C4)C2)C3,0.0226,0,,0.278742569
Oc1ccccc1NC(=O)c2ccc(Oc3cccc(c3)C(=O)Nc4ccccc4O)cc2,,0,,0.798516352
Oc1ccccc1NC(=O)c2oc(cc2)c3ccc(Cl)cc3Cl,,0,,2.4589
Oc1ncnc2cc(I)sc12,,,,
OCC(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)=O,,,,
OCC(OC)C1=CC=CC=C1,,,,
OCC(OC1OCCCC1)C2=CC=CC=C2,,,,
OCc1ccc(cc1)c2cncc(Nc3cccc(Cl)c3)c2,0.03,0,,
OCCc1ccc(Nc2nccc(n2)c3nnc4ccccn34)cc1,1.1,0,,
OCCCCN1C(=O)c2ccc3C(=O)N(CCCCO)C(=O)c4ccc(C1=O)c2c34,0.795,0,,0.354
OCCCNC1=C2C(C=C(C3CC=CC(S(=O)(N)=O)=C3)S2)=NC=N1,,,,
OCCNC1=C2C(C=C(C3=CC=CC(S(=O)(N)=O)=C3)S2)=NC=N1,,,,
OCCNc1ccc(cc1)C(=O)C2C[C@H]2c3ccc(Cl)cc3,0.7,0,,
OCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc3ccccc13,0.59,0,,1.448620033
S=C(NC(C)=O)NC1=CC=CC=C1,,,,
Sc1nnc(NC(=O)c2cc(Br)ccc2Cl)s1,,,,
