COMPOUNDCODE,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM),q137,q481,q458,frg-54,q300,q457,q155,q192,frg-26,q139,q277,q485,q453,frg-8,Nn,q358,q483,q257,H1a,ed80,C21,ed70,f407,S3,C24,HydrophobicGroup,ed20,ew80,ew30,C20,ew90,ew40,ew20,f004,C5,ew100,C22,ed60,ed50,ew50,f007,ed40,f015,C23,ew75,f147,f245,f301,f005,ew60,f390,f244,f392,ew10,f393,ew70,f456,f443,f441,f444,q017,q039,q040,q041,f413,f440,O10,C9,N1,HDT,S2,C8,C27,AliRingAttachment,C26,N13,C6,BasicGroup,HDO,H2,O6,N14,C10,N8,C25,C13,N11,C3,N12,HAN,C2,O3,O9,AroRingAttachment,HDN,HAT,C1,N7,N10,O7,HAS,N6,C4,H4,O11,C11,N2,AcidGroup,O5,PRX-time2,C12,H3,HAO,xccn-t12,nOS,nCOOH,sNH3+,dCH2,sNH2,ssNH2+,nX,zw3,t-16-1,nC(sp2),sulphonamide-t5,thio-acid,t-16-2,nOH,tert-amine-t11,dsCH,aaCH,sssCH,ddC,thio-keto,tsC,dssC,urea-thio,zw1,nC(sp3),nCO,urea,ssCH2,tCH,aasC,aaaC,t-16-3,nNprot,zw2,ssssC,sBr,dNH,aaN,sssSiH,tN,ddsN,ssssSi,sssN,sOH,ssNH,aasN,dsssP,sSH,ssS,sssssP,sCl,nNneutral,NnH,N4,sssP,NbN,dssS,dsN,ssSiH2,fg5,ssO,CamideNH,aaS,aaNH,ssssN+,sF,sSiH3,sPH2,sssNH+,ssPH,sI,dS,BasicNH0R2AroRings,ddssS,PRX-time1,BasicNH02AroRings,PRX-time-1,NonOrganicAtom,UB,BasicNH1R2AroRings,BasicNH12AroRings,macrocyclic,OverallCharge,HBA-prof,ACamideO-nh0,Aamidine,AbasicNH1,HBD-lip,AbasicNH0,CH0Aa,CH2Aa,CH2link,ERTLNotPSA,CSSC,Ester,HBD-prof,Michael-accept,NBA,NH1and2CdO,ASamideO-nh-nh2,NO,quatN,logP,CH3Aa,NRB,OHCHCdO,Ocarbamate,HaloC,Pamide,ACamideO-nh-nh2,HBA-lip,CH1Aa,CH2hetero,CH2long,ERTLNoSPtPSA,HBD-cam,ASamideO-nh0,Vx,PositiveCharge,AromaticRings,CBr,CH3hetero,CF3,CamideNH0,MW,NegativeCharge,Flex,basic-NH2,benzylicOH,benzdiazepine-ring,RbasicNH1,anycarbonyl,aromI,arylNHCO,RCamideO-nh-nh2,ch2-lipo-t9,dNO,activatedCH,aromCl,RSamideO-nh0,diazo-aryl,diazo,dione-1-4,aliphOH-t6,easy-oxy-t13,ertl-33,amide-dicarbonyl,di-widhraw-cx4,aminoethanol0,Pester,ertl-35,ertl-37,benzdiaz-t18,RSR,Samide-NH,aldehydes,aromO,carbamate-and-thio,SamideNH0,carbonate-carbamate,RCamideO-nh0,Ramidine,aromF,aromBr,branchedCnotRing,aminoethanol1,RSamideO-nh-nh2,RbasicNH0,allylic-oxyd-t10,phenolic-tautomer,poly-sugars,polyOH,ertl-41,ertl-39,hydroxyA,nH0indole-like,ketone-t14,hetero-halo-di-n-arom,ohccn-t17,phenol,halosp3sp3halo,nitro-no-ortho-t15,nc(do)n,nonring-at,pyridine,quinone-type,ring5-nH0,p-hetero-or-halo,nHindole-like,nitro-O,phenol-pyr2r,pyridones,ring5nH,ringOdouble,ringat,ringdiol,ring-join,hindred-phenol,intraHbond6,ether,est-lact-latm-carbm-t7,lipovolume,hydroxylation-t8,ertl-43,ketones,nitro,not-ring-diol,intraHbond5,p-withdraw-phenol,ketal,perfluoro,sp-carbons,spiroC,sulfonicacid,sulphates,sp2-carbons,logS,logS @ pH7.4,logP<1>,logD,2C9 pKi,hERG pIC50,BBB log([brain]:[blood]),BBB category,HIA category,P-gp category,2D6 affinity category,PPB90 category,MW<1>,HBD,HBA,TPSA,Flexibility,Rotatable Bonds
C1NCc2n(C1CCO)c(nn2)c1ccc(cc1)OC(F)F,8.37,,,,20,33,12,0,3,5,5,0,0,13,8,18,11,1,4,2,25,3,2,2,1,1,2,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,7,3,0,0,0,0,0,1,0,2,0,0,0,6,8,14,21,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,3,3,0,4,0,0,0,5,1,6,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,8,0,0,0,1,0,0,4,2,0,0,0,0,0,0,6,0,0,4,0,4,2,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,3,5,0,0,0,2,0,0,1,2,72.2,0,0,1,0,11,0,0,0,0,0.9972,0,13,0,0,0,0,0,6,1,3,0,72.2,1,0,209.2,3,2,0,0,0,0,310.3,0,0.2083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.468,2.818,0.9972,0.2703,4.679,5.239,-0.248,-,+,yes,medium,low,310.3,2,6,72.2,0.2083,5
c1ncc2n(c1CCO)c(nn2)c1ccc(cc1)OC(F)F,10,,,,20,10,12,0,3,5,5,0,0,13,11,5,11,1,4,2,7,3,1,2,1,1,2,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0,7,2,0,0,0,0,0,1,0,2,0,0,0,6,4,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,1,0,4,0,0,0,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,11,0,0,0,1,0,0,6,1,0,0,0,0,0,0,3,0,0,2,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,5,0,0,0,1,0,0,1,2,72.54,0,0,1,0,15,0,0,0,0,1.699,0,8,0,0,0,0,0,6,0,1,0,72.54,1,0,200.6,3,3,0,0,0,0,306.3,0,0.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,15,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.522,2.522,1.699,1.699,4.891,5.318,-0.8449,-,+,no,medium,low,306.3,1,6,72.54,0.2083,5
c1ncc2n(c1N[C@H](c1cc(c(cc1)F)F)CO)c(nn2)c1ccc(cc1)OC(F)F,0.5697,,,,29,14,18,0,4,7,7,0,0,20,17,9,18,1,5,2,11,3,2,2,1,0,2,0,0,0,0,0,0,3,0,0,0,4,0,1,1,0,0,0,2,1,1,1,0,0,0,8,4,0,4,0,2,2,3,0,4,0,0,0,9,8,9,10,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,5,0,0,0,9,1,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,4,0,0,17,0,0,0,1,0,0,9,2,0,0,0,0,0,0,3,0,0,1,0,7,3,0,2,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,5,0,0,1,2,0,0,0,0,84.57,0,0,1,0,21,0,0,0,0,2.989,0,12,0,0,0,0,0,7,0,1,0,84.57,1,0,274.9,4,4,0,0,0,0,433.4,0,0.2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4412,2.093,2.989,2.2,5.926,6.267,-0.5695,-,+,no,medium,high,433.4,2,7,84.57,0.2059,7
c1ncc2n(c1N1CCC(C1)c1ccccc1)c(nn2)c1ccc(cc1)OC(F)F,2,,,,27,57,20,0,3,6,5,0,1,17,17,25,15,1,5,1,41,2,2,2,1,1,2,0,0,0,1,0,0,3,0,0,0,2,0,1,1,0,0,0,1,1,1,1,0,0,1,6,2,0,0,3,0,0,1,0,2,0,0,0,4,10,20,36,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,5,0,0,0,7,0,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,11,2,0,0,0,0,0,0,5,0,0,3,0,5,3,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,4,0,0,0,0,0,0,1,2,55.55,0,0,0,0,21,0,0,0,0,3.783,0,12,0,0,0,0,0,6,1,2,0,55.55,0,0,282.9,4,4,0,0,0,0,407.4,0,0.1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,26,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5077,0.969,3.783,3.424,5.687,6.348,-0.247,-,+,yes,medium,high,407.4,0,6,55.55,0.1471,5
c1ncc2n(c1n1ccnc1Cc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F,10,,,,34,10,21,0,4,8,6,0,0,22,20,7,19,1,6,1,8,2,1,3,2,1,2,0,0,0,0,0,0,4,0,0,0,4,0,2,0,0,0,0,2,1,1,1,0,0,0,6,4,0,4,0,2,2,3,0,4,0,0,0,5,6,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,6,0,0,0,11,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,1,0,8,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,4,6,0,0,0,0,0,0,1,0,70.13,0,0,0,0,26,0,0,0,0,4.108,0,10,0,0,0,0,0,7,0,0,0,70.13,0,0,287.8,4,5,0,0,0,0,454.4,0,0.1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,26,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2453,-0.2453,4.108,4.108,6.116,6.386,-0.4287,-,+,yes,medium,high,454.4,0,7,70.13,0.1622,6
c1ncc2n(c1n1ncc(c1)c1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F,6.721,,,,35,4,23,0,4,7,5,0,0,24,20,2,22,1,6,1,2,2,1,5,0,0,2,0,0,0,0,0,0,6,0,0,0,5,0,2,0,0,0,0,3,1,1,1,0,0,0,8,5,0,4,0,2,2,3,0,4,0,0,0,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,11,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,8,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,4,6,0,0,0,0,0,0,0,0,70.13,0,0,0,0,26,0,0,0,0,3.804,0,9,0,0,0,0,0,7,0,0,0,70.13,0,0,273.7,4,5,0,0,0,0,440.4,0,0.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,26,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09857,-0.09857,3.804,3.804,6.02,6.046,-0.4012,-,+,yes,medium,high,440.4,0,7,70.13,0.1389,5
c1ncc2n(c1Nc1ccc(c(c1)Cl)Cl)c(nn2)c1ccc(cc1)OC(F)F,9.635,,,,29,12,17,0,4,7,5,0,0,21,17,7,16,1,5,1,9,2,1,2,0,0,2,0,0,0,0,0,0,3,0,0,0,4,0,1,2,0,0,0,2,1,1,1,0,0,0,6,4,0,4,0,2,2,3,0,4,0,0,0,5,6,7,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,7,3,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,4,0,0,0,1,0,0,0,0,64.34,0,0,0,0,21,0,0,0,0,4.194,0,9,0,0,0,0,0,6,0,0,0,64.34,0,0,261.8,4,4,0,0,0,0,422.2,0,0.1613,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0,21,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2984,0.2984,4.194,4.194,5.884,5.96,-0.03967,-,+,no,medium,high,422.2,1,6,64.34,0.1613,5
c1ncc2n(c1OC[C@@H](c1cc(c(cc1)F)F)N)c(nn2)c1ccc(cc1)OC(F)F,0.2785,,,,29,14,18,0,4,6,7,0,0,20,17,9,17,1,5,2,11,4,2,2,1,0,4,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,2,2,2,0,0,0,7,4,0,4,0,2,2,3,0,4,0,0,0,9,8,9,10,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,5,0,0,0,9,1,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,4,0,0,17,0,0,0,0,0,0,9,2,0,0,0,0,0,0,3,0,0,1,0,7,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,5,0,0,0,1,0,0,0,0,87.56,0,0,0,0,21,0,0,0,0,2.873,0,12,0,0,0,0,0,7,0,1,0,87.56,0,0,274.9,4,4,0,0,0,0,433.4,0,0.2059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7072,2.629,2.873,2.424,5.937,5.932,-0.466,-,+,no,medium,high,433.4,1,7,87.56,0.2059,7
c1ncc2n(c1Oc1cc(c(cc1)Cl)C(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F,0.5973,,,,33,21,17,0,3,5,6,0,0,22,17,13,19,1,4,2,15,4,1,2,1,0,4,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,2,2,3,0,0,0,7,4,1,2,0,1,1,6,0,3,0,0,0,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,0,0,0,7,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,5,0,0,0,0,0,0,0,0,61.54,0,0,0,0,21,0,0,0,0,4.881,0,12,0,0,1,0,0,6,0,0,0,61.54,0,0,264.9,3,4,0,0,1,0,456.8,0,0.1765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,2,0,0,0,0,0,0,21,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049,1.049,4.881,4.881,6.056,5.983,-0.02793,-,+,no,medium,high,456.8,0,6,61.54,0.1765,6
c1ncc2n(c1Oc1cc(c(cc1)Cl)Cl)c(nn2)c1ccc(cc1)OC(F)F,0.4551,,,,29,12,17,0,3,5,5,0,0,21,17,7,16,1,4,2,9,4,1,2,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,2,2,3,0,0,0,7,4,0,4,0,2,2,3,0,4,0,0,0,5,6,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,5,0,0,0,0,0,0,0,0,61.54,0,0,0,0,21,0,0,0,0,4.467,0,9,0,0,0,0,0,6,0,0,0,61.54,0,0,257.7,3,4,0,0,0,0,423.2,0,0.1613,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0,21,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253,0.1253,4.467,4.467,5.954,5.779,-0.2078,-,+,no,medium,high,423.2,0,6,61.54,0.1613,5
c1ncc2n(c1Oc1cc3c(cc1)ccc(n3)C(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F,1.629,,,,35,30,21,0,5,7,6,0,0,23,20,13,18,1,5,2,19,4,1,2,1,0,4,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,1,2,2,3,0,0,0,7,2,1,0,0,0,0,5,0,2,0,0,0,11,12,13,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,6,5,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,5,0,0,0,0,0,0,0,0,74.43,0,0,0,0,25,0,0,0,0,4.579,0,11,0,0,1,0,0,7,0,0,0,74.43,0,0,285.4,4,5,0,0,1,0,473.4,0,0.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,0,0,0,0,25,0,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001783,-0.001783,4.579,4.579,6.225,6.234,-0.3297,-,+,yes,medium,high,473.4,0,7,74.43,0.1579,6
c1ncc2n(c1Oc1cc3c(cc1)cccc3)c(nn2)c1ccc(cc1)OC(F)F,0.1147,,,,25,15,19,0,3,5,5,0,0,17,21,7,14,1,4,2,10,4,1,2,0,0,4,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,1,2,2,3,0,0,0,7,2,0,0,1,0,0,1,0,2,0,0,0,5,6,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,5,0,0,0,0,0,0,0,0,61.54,0,0,0,0,25,0,0,0,0,4.603,0,7,0,0,0,0,0,6,0,0,0,61.54,0,0,270.1,3,5,0,0,0,0,404.4,0,0.1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,25,0,3,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4183,-0.4183,4.603,4.603,6.16,6.246,-0.342,-,+,yes,medium,high,404.4,0,6,61.54,0.1471,5
c1ncc2n(c1Oc1cc3c(cc1)CCCC3)c(nn2)c1ccc(cc1)OC(F)F,2.581,,,,25,25,19,0,3,5,5,0,0,17,17,17,14,1,4,2,20,4,1,2,2,2,4,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,2,2,3,0,0,0,7,4,0,0,1,0,0,1,0,2,0,0,0,5,10,15,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,9,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,9,1,0,0,0,0,0,0,5,0,0,4,0,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,5,0,0,0,0,0,0,4,4,61.54,0,0,0,0,21,0,0,0,0,4.607,0,12,0,0,0,0,0,6,0,0,0,61.54,0,0,278.7,3,4,0,0,0,0,408.4,0,0.1471,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,25,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9545,0.9545,4.607,4.607,5.631,6.156,-0.3117,-,+,yes,medium,high,408.4,0,6,61.54,0.1471,5
c1ncc2n(c1Oc1cc3nc(ccc3cc1)OC)c(nn2)c1ccc(cc1)OC(F)F,1.67,,,,31,20,21,0,5,7,6,0,0,22,20,9,17,1,5,3,13,6,1,2,0,0,6,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,1,3,3,4,0,1,0,8,2,0,0,0,0,0,1,0,2,1,2,1,6,8,9,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,10,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,6,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,6,0,0,0,0,0,0,0,0,83.66,0,0,0,0,25,0,0,0,0,3.608,0,9,0,0,0,0,0,8,0,0,0,83.66,0,0,286,4,5,0,1,0,0,435.4,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,0,0,25,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1336,0.1336,3.608,3.608,6.175,6.006,-0.4493,-,+,no,medium,high,435.4,0,8,83.66,0.1667,6
c1ncc2n(c1Oc1ccc(c(c1)Cl)Cl)c(nn2)c1c(n(nc1C)c1ccc(cc1)F)C,10,,,,37,8,23,0,7,9,4,0,0,28,20,5,26,1,6,1,7,2,0,3,2,2,2,0,0,0,0,0,0,4,0,0,0,7,0,2,0,0,0,0,5,1,1,2,0,0,0,3,7,0,6,0,3,3,3,0,3,4,7,4,1,4,5,6,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,10,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,4,6,0,0,0,0,0,0,0,0,70.13,0,0,0,0,26,0,0,0,0,4.826,2,9,0,0,0,0,0,7,0,0,0,70.13,0,0,306.9,4,5,0,0,0,0,469.3,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,2,0,0,0,0,0,0,26,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5878,-0.5878,4.826,4.826,6.186,5.909,-0.5145,-,+,no,medium,high,469.3,0,7,70.13,0.1111,4
